TestCase,ExecutionTime,Passed
org.apache.commons.math3.ode.nonstiff.AdamsMoultonIntegratorTest.polynomial,19,true
org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDfpTest.testDoubleRotations,1399,true
org.apache.commons.math3.optimization.fitting.PolynomialFitterTest.testFit,2,true
org.apache.commons.math3.stat.regression.GLSMultipleLinearRegressionTest.testGLSEfficiency,4458,true
org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest.testIsometry,6,true
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.BOBYQAOptimizerTest.testCigar,53,true
org.apache.commons.math3.optimization.direct.BOBYQAOptimizerTest.testConstrainedRosen,2741,true
org.apache.commons.math3.linear.BlockFieldMatrixTest.testGetSubMatrix,1,true
org.apache.commons.math3.linear.EigenDecompositionTest.testMath848,4,true
org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegratorTest.testUnstableDerivative,1,true
org.apache.commons.math3.ode.JacobianMatricesTest.testInternalDifferentiation,410,true
org.apache.commons.math3.stat.regression.SimpleRegressionTest.testAppend,1,true
org.apache.commons.math3.fitting.GaussianFitterTest.testFit04,2,true
org.apache.commons.math3.optimization.direct.CMAESOptimizerTest.testCigarWithBoundaries,726,true
org.apache.commons.math3.fitting.GaussianCurveFitterTest.testFit06,1,true
org.apache.commons.math3.linear.UnmodifiableOpenMapRealVectorTest.testSparseIterator,2,true
org.apache.commons.math3.stat.regression.MillerUpdatingRegressionTest.testSubsetRegression,1,true
org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatorTest.testPreconditions,26,true
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testCigarWithBoundaries,723,true
org.apache.commons.math3.optim.nonlinear.scalar.noderiv.PowellOptimizerTest.testSumSinc,1,true
org.apache.commons.math3.linear.SymmLQTest.testPreconditionedSolution,3,true
org.apache.commons.math3.primes.PrimesTest.testPrimeFactors,16,true
org.apache.commons.math3.random.AbstractRandomGeneratorTest.testNextPoisson,7,true
org.apache.commons.math3.linear.SparseFieldVectorTest.testPredicates,0,true
org.apache.commons.math3.random.EmpiricalDistributionTest.testDensityIntegrals,2743,true
org.apache.commons.math3.optim.linear.SimplexSolverTest.testMath290LEQ,1,true
org.apache.commons.math3.optim.nonlinear.scalar.MultivariateFunctionMappingAdapterTest.testStartSimplexInsideRange,1,true
org.apache.commons.math3.optimization.linear.SimplexSolverTest.testMath434PivotRowSelection2,1,true
org.apache.commons.math3.optimization.direct.PowellOptimizerTest.testMaximizeQuadratic,0,true
org.apache.commons.math3.linear.MatrixUtilsTest.testBlockInverseNonInvertible,0,true
org.apache.commons.math3.stat.descriptive.SynchronizedDescriptiveStatisticsTest.testRemoval,1,true
org.apache.commons.math3.optimization.MultivariateMultiStartOptimizerTest.testRosenbrock,2,true
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximizationTest.testConvergenceException,11,true
org.apache.commons.math3.transform.FastFourierTransformerTest.test2DData,1,true
org.apache.commons.math3.ode.sampling.NordsieckStepInterpolatorTest.serialization,13,true
org.apache.commons.math3.analysis.integration.gauss.LegendreTest.testCos,2,true
org.apache.commons.math3.stat.descriptive.SynchronizedMultivariateSummaryStatisticsTest.testN0andN1Conditions,1,true
org.apache.commons.math3.genetics.GeneticAlgorithmTestPermutations.test,390,true
org.apache.commons.math3.stat.inference.TestUtilsTest.testGTestIndependance,0,true
org.apache.commons.math3.stat.clustering.KMeansPlusPlusClustererTest.testSmallDistances,31,true
org.apache.commons.math3.optim.nonlinear.vector.MultiStartMultivariateVectorOptimizerTest.testIssue914,1,true
org.apache.commons.math3.linear.BiDiagonalTransformerTest.testUOrthogonal,0,true
org.apache.commons.math3.stat.correlation.SpearmansRankCorrelationTest.testMath891Array,0,true
org.apache.commons.math3.ml.clustering.MultiKMeansPlusPlusClustererTest.dimension2,1,true
org.apache.commons.math3.optimization.MultivariateDifferentiableVectorMultiStartOptimizerTest.testTrivial,2,true
org.apache.commons.math3.fraction.BigFractionFormatTest.testParseProperInvalidMinus,0,true
org.apache.commons.math3.util.Decimal64Test.testGetField,0,true
org.apache.commons.math3.optim.nonlinear.scalar.MultiStartMultivariateOptimizerTest.testCircleFitting,4,true
org.apache.commons.math3.optimization.fitting.HarmonicFitterTest.testTinyVariationsData,16,true
org.apache.commons.math3.ode.events.EventFilterTest.testTwoOppositeFilters,2,true
org.apache.commons.math3.dfp.BracketingNthOrderBrentSolverDFPTest.testNeta,406,true
org.apache.commons.math3.stat.descriptive.moment.SemiVarianceTest.testVarianceDecompMeanCutoff,0,true
org.apache.commons.math3.filter.KalmanFilterTest.testConstantAcceleration,8,true
org.apache.commons.math3.stat.descriptive.AggregateSummaryStatisticsTest.testAggregationConsistency,0,true
org.apache.commons.math3.ode.FirstOrderConverterTest.testBigStep,1,true
org.apache.commons.math3.analysis.interpolation.LoessInterpolatorTest.testNotAllFiniteReal1,1,true
org.apache.commons.math3.geometry.euclidean.threed.SphericalCoordinatesTest.testHessian,380,true
org.apache.commons.math3.util.BigRealFieldTest.testOne,0,true
org.apache.commons.math3.optimization.MultivariateDifferentiableMultiStartOptimizerTest.testCircleFitting,11,true
org.apache.commons.math3.dfp.DfpDecTest.testRoundDecimal10,4,true
org.apache.commons.math3.stat.FrequencyTest.testModeDoubleNan,0,true
org.apache.commons.math3.distribution.EnumeratedRealDistributionTest.testExceptions,1,true
org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizerTest.testCircleFitting,18,true
org.apache.commons.math3.ml.clustering.FuzzyKMeansClustererTest.testGetters,4,false
org.apache.commons.math3.analysis.solvers.LaguerreSolverTest.testQuinticFunction,1,true
org.apache.commons.math3.fitting.HarmonicFitterTest.testTinyVariationsData,11,true
org.apache.commons.math3.fraction.FractionFormatTest.testDoubleFormat,0,true
org.apache.commons.math3.stat.regression.MillerUpdatingRegressionTest.testPCorr,1,true
org.apache.commons.math3.random.ValueServerTest.testFixedSeed,13,true
org.apache.commons.math3.random.SobolSequenceGeneratorTest.testSkip,0,true
org.apache.commons.math3.linear.OpenMapRealMatrixTest.testMath679,0,true
org.apache.commons.math3.linear.ConjugateGradientTest.testPreconditionedResidual,4,true
org.apache.commons.math3.analysis.polynomials.PolynomialFunctionLagrangeFormTest.testQuadraticFunction,0,true
org.apache.commons.math3.analysis.polynomials.PolynomialsUtilsTest.testChebyshevOrthogonality,1299,true
org.apache.commons.math3.stat.inference.TTestTest.testOneSampleT,0,true
org.apache.commons.math3.ode.events.OverlappingEventsTest.testOverlappingEvents0,11,true
org.apache.commons.math3.analysis.interpolation.MicrosphereInterpolatorTest.testParaboloid2D,255,true
org.apache.commons.math3.stat.inference.WilcoxonSignedRankTestTest.testWilcoxonSignedRankSimple,2,true
org.apache.commons.math3.stat.inference.ChiSquareTestTest.testChiSquareDataSetsComparisonBadCounts,1,true
org.apache.commons.math3.optimization.fitting.GaussianFitterTest.testFit04,2,true
org.apache.commons.math3.random.Well44497bTest.testNextHypergeometric,3,true
org.apache.commons.math3.complex.FrenchComplexFormatTest.testNegativeReal,2,true
org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolatorTest.testRandomPolynomialsFirstDerivative,2418,true
org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest.testMatrixFunction,20,true
org.apache.commons.math3.complex.QuaternionTest.testProductQuaternionQuaternion,1,true
org.apache.commons.math3.analysis.interpolation.HermiteInterpolatorTest.testDuplicatedAbscissa,1,true
org.apache.commons.math3.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolatorTest.testPreconditions,4,true
org.apache.commons.math3.distribution.KolmogorovSmirnovDistributionTest.testCumulativeDensityFunction,144,true
