TestCase,ExecutionTime,Passed
org.apache.commons.math3.ode.nonstiff.AdamsMoultonIntegratorTest.polynomial,19,true
org.apache.commons.math3.stat.regression.GLSMultipleLinearRegressionTest.testGLSEfficiency,3599,true
org.apache.commons.math3.stat.regression.MillerUpdatingRegressionTest.testHdiag,26,true
org.apache.commons.math3.ode.sampling.NordsieckStepInterpolatorTest.serialization,7,true
org.apache.commons.math3.ode.nonstiff.AdamsBashforthIntegratorTest.exceedMaxEvaluations,10,true
org.apache.commons.math3.ode.sampling.NordsieckStepInterpolatorTest.derivativesConsistency,12,true
org.apache.commons.math3.ode.nonstiff.AdamsMoultonIntegratorTest.exceedMaxEvaluations,9,true
org.apache.commons.math3.ode.nonstiff.AdamsBashforthIntegratorTest.testIncreasingTolerance,22,true
org.apache.commons.math3.ode.nonstiff.AdamsBashforthIntegratorTest.backward,8,true
org.apache.commons.math3.ode.nonstiff.AdamsBashforthIntegratorTest.polynomial,3,true
org.apache.commons.math3.ode.nonstiff.AdamsMoultonIntegratorTest.backward,14,true
org.apache.commons.math3.ode.nonstiff.AdamsMoultonIntegratorTest.testIncreasingTolerance,49,true
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizerTest.testCircleFitting2,1,true
org.apache.commons.math3.stat.regression.MillerUpdatingRegressionTest.testHdiagConstant,26,true
org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDfpTest.testDoubleRotations,976,true
org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDfpTest.testAngles,315,true
org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDfpTest.testVectorTwoPairs,2,true
org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDfpTest.testMatrix,10,true
org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizerTestValidation.testParametersErrorMonteCarloObservations,29,true
org.apache.commons.math3.optimization.fitting.PolynomialFitterTest.testFit,5,true
