org.apache.commons.lang3.StringUtilsStartsEndsWithTest.testStartsWithAny,0,true
org.apache.commons.lang3.StringUtilsStartsEndsWithTest.testEndsWithAny,1,true
org.apache.commons.lang3.text.StrSubstitutorTest.testSamePrefixAndSuffix,0,true
org.apache.commons.lang3.text.StrSubstitutorTest.testStaticReplacePrefixSuffix,0,true
org.apache.commons.lang3.text.StrSubstitutorTest.testConstructorMapPrefixSuffix,1,true
org.apache.commons.lang3.text.StrSubstitutorTest.testConstructorMapFull,0,true
org.apache.commons.lang3.text.StrSubstitutorTest.testReplaceIncompletePrefix,1,true
org.apache.commons.lang3.builder.NoFieldNamesToStringStyleTest.testObject,0,true
org.apache.commons.lang3.builder.ShortPrefixToStringStyleTest.testLong,0,true
org.apache.commons.lang3.builder.ShortPrefixToStringStyleTest.testObjectArray,0,true
org.apache.commons.lang3.builder.ShortPrefixToStringStyleTest.testLongArray,0,true
org.apache.commons.lang3.builder.ShortPrefixToStringStyleTest.testObject,0,true
org.apache.commons.lang3.builder.ShortPrefixToStringStyleTest.testAppendSuper,1,true
org.apache.commons.lang3.builder.ShortPrefixToStringStyleTest.testLongArrayArray,0,true
org.apache.commons.lang3.builder.ShortPrefixToStringStyleTest.testBlank,0,true
org.apache.commons.lang3.builder.ShortPrefixToStringStyleTest.testPerson,1,true
org.apache.commons.lang3.builder.MultiLineToStringStyleTest.testObject,1,true
org.apache.commons.lang3.ArrayUtilsTest.testSubarrayObject,1,true
org.apache.commons.lang3.builder.ToStringBuilderTest.testObject,0,true
org.apache.commons.lang3.text.StrTokenizerTest.test8,1,true
org.apache.commons.lang3.text.StrTokenizerTest.test7,1,true
org.apache.commons.lang3.text.StrTokenizerTest.test5,1,true
org.apache.commons.lang3.builder.StandardToStringStyleTest.testLong,1,true
org.apache.commons.lang3.builder.StandardToStringStyleTest.testObjectArray,0,true
org.apache.commons.lang3.builder.StandardToStringStyleTest.testLongArray,0,true
org.apache.commons.lang3.builder.StandardToStringStyleTest.testObject,1,true
org.apache.commons.lang3.builder.StandardToStringStyleTest.testAppendSuper,1,true
org.apache.commons.lang3.builder.StandardToStringStyleTest.testLongArrayArray,0,true
org.apache.commons.lang3.builder.StandardToStringStyleTest.testBlank,0,true
org.apache.commons.lang3.builder.StandardToStringStyleTest.testPerson,0,true
