TestCase,ExecutionTime,Passed
org.jfree.chart.axis.junit.SubCategoryAxisTests.test2275695,4,true
org.jfree.chart.plot.junit.CategoryPlotTests.testSerialization4,23,true
org.jfree.chart.renderer.xy.junit.StandardXYItemRendererTests.testNoDisplayedItem,7,true
org.jfree.chart.renderer.xy.junit.XYStepRendererTests.testDrawWithNullValue,10,true
org.jfree.chart.renderer.xy.junit.XYStepRendererTests.testDrawWithNullInfo,8,true
org.jfree.chart.renderer.xy.junit.StackedXYAreaRendererTests.testBug1593156,7,true
org.jfree.chart.renderer.xy.junit.StackedXYAreaRendererTests.testDrawWithNullInfo,10,true
org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests.testDrawWithNullInfo,8,true
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testBug1572478Vertical,3,true
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testBug1572478Horizontal,4,true
org.jfree.chart.plot.junit.XYPlotTests.testSerialization4,18,true
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullMaxOutlier,4,true
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullMean,5,true
org.jfree.chart.renderer.xy.junit.XYAreaRendererTests.testDrawWithNullInfo,12,true
org.jfree.chart.plot.junit.CategoryPlotTests.testSerialization3,16,true
org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests.testDrawWithNullInfo,10,true
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullMaxRegular,5,true
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullQ3,6,true
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullMinRegular,5,true
org.jfree.chart.renderer.xy.junit.XYStepAreaRendererTests.testDrawWithNullInfo,11,true
org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullMeanHorizontal,12,true
org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullDeviationVertical,5,true
org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullMeanVertical,6,true
org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullDeviationHorizontal,7,true
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullMedian,4,true
org.jfree.chart.plot.junit.XYPlotTests.testSerialization3,16,true
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullMinOutlier,6,true
org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullInfo,5,true
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullQ1,5,true
org.jfree.chart.renderer.xy.junit.StackedXYAreaRenderer2Tests.testDrawWithEmptyDataset,4,true
org.jfree.chart.renderer.category.junit.IntervalBarRendererTests.testDrawWithNullInfo,8,true
org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests.testDrawWithNullInfo,6,true
org.jfree.chart.renderer.category.junit.LayeredBarRendererTests.testDrawWithNullInfo,5,true
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testDrawWithNullInfo,6,true
org.jfree.chart.renderer.category.junit.LevelRendererTests.testDrawWithNullInfo,4,true
org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests.testDrawWithNullInfo,5,true
org.jfree.chart.plot.junit.CombinedDomainXYPlotTests.testNotification,5,true
org.jfree.chart.axis.junit.LogAxisTests.testAutoRange1,1,true
org.jfree.chart.plot.junit.XYPlotTests.testDrawSeriesWithZeroItems,4,true
org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests.testNotification,23,true
org.jfree.chart.axis.junit.NumberAxisTests.testAutoRange4,0,true
org.jfree.chart.axis.junit.LogAxisTests.testAutoRange3,1,true
org.jfree.chart.axis.junit.NumberAxisTests.testAutoRange1,1,true
org.jfree.chart.axis.junit.LogAxisTests.testXYAutoRange2,1,true
org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests.testNotification,31,true
org.jfree.chart.axis.junit.LogAxisTests.testXYAutoRange1,1,true
org.jfree.chart.axis.junit.ValueAxisTests.testAxisMargins,1,true
org.jfree.chart.axis.junit.NumberAxisTests.testAutoRange2,1,true
org.jfree.chart.axis.junit.NumberAxisTests.testAutoRange3,1,true
org.jfree.chart.axis.junit.NumberAxisTests.testXYAutoRange2,1,true
org.jfree.chart.axis.junit.NumberAxisTests.testXYAutoRange1,0,true
org.jfree.chart.plot.junit.CombinedRangeXYPlotTests.testNotification,12,true
org.jfree.chart.plot.junit.CategoryPlotTests.test1654215,6,true
org.jfree.chart.renderer.xy.junit.XYLineAndShapeRendererTests.testFindRangeBounds,1,true
org.jfree.chart.renderer.xy.junit.XYLineAndShapeRendererTests.testFindDomainBounds,1,true
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testGetLegendItem,1,true
org.jfree.chart.renderer.xy.junit.XYBarRendererTests.testFindDomainBounds,1,true
org.jfree.chart.renderer.xy.junit.StackedXYAreaRenderer2Tests.testFindRangeBounds,1,true
org.jfree.chart.plot.junit.XYPlotTests.testDrawRangeGridlines,5,true
org.jfree.chart.plot.junit.XYPlotTests.test1654215,5,true
org.jfree.chart.junit.BarChartTests.testDrawWithNullInfo,12,true
org.jfree.chart.junit.WaterfallChartTests.testDrawWithNullInfo,12,true
org.jfree.chart.junit.StackedBarChart3DTests.testDrawWithNullInfo,4,true
org.jfree.chart.renderer.xy.junit.StackedXYBarRendererTests.testFindDomainBounds,2,true
org.jfree.chart.renderer.xy.junit.StackedXYBarRendererTests.testFindRangeBounds,1,true
org.jfree.chart.renderer.xy.junit.StackedXYAreaRendererTests.testFindRangeBounds,1,true
org.jfree.chart.renderer.category.junit.LineAndShapeRendererTests.testGetLegendItemSeriesIndex,0,true
org.jfree.chart.renderer.xy.junit.XYLineAndShapeRendererTests.testGetLegendItemSeriesIndex,1,true
org.jfree.chart.renderer.category.junit.BarRendererTests.testGetLegendItem,0,true
org.jfree.chart.renderer.category.junit.BarRendererTests.testGetLegendItemSeriesIndex,1,true
org.jfree.chart.junit.XYStepChartTests.testDrawWithNullInfo,7,true
org.jfree.chart.annotations.junit.XYTitleAnnotationTests.testDrawWithNullInfo,29,true
org.jfree.chart.renderer.xy.junit.XYBarRendererTests.testGetLegendItemSeriesIndex,1,true
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testGetLegendItemSeriesIndex,1,true
org.jfree.chart.renderer.category.junit.LevelRendererTests.testGetLegendItemSeriesIndex,1,true
org.jfree.chart.renderer.xy.junit.StandardXYItemRendererTests.testGetLegendItemSeriesIndex,1,true
org.jfree.chart.junit.BarChart3DTests.testDrawWithNullInfo,21,true
org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests.testGetLegendItemSeriesIndex,1,true
org.jfree.chart.renderer.category.junit.CategoryStepRendererTests.testGetLegendItemSeriesIndex,1,true
org.jfree.chart.renderer.xy.junit.XYAreaRendererTests.testGetLegendItemSeriesIndex,1,true
org.jfree.chart.renderer.category.junit.AreaRendererTests.testGetLegendItemSeriesIndex,1,true
org.jfree.chart.annotations.junit.XYBoxAnnotationTests.testDrawWithNullInfo,31,true
org.jfree.chart.renderer.xy.junit.XYDotRendererTests.testGetLegendItemSeriesIndex,1,true
org.jfree.chart.junit.LineChart3DTests.testDrawWithNullInfo,19,true
org.jfree.chart.renderer.xy.junit.XYDifferenceRendererTests.testGetLegendItemSeriesIndex,1,true
org.jfree.chart.junit.XYBarChartTests.testDrawWithNullInfo,7,true
org.jfree.chart.junit.AreaChartTests.testDrawWithNullInfo,12,true
org.jfree.chart.junit.LineChartTests.testDrawWithNullInfo,14,true
org.jfree.chart.junit.GanttChartTests.testDrawWithNullInfo2,77,true
org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests.testSerialization,9,true
org.jfree.chart.junit.XYAreaChartTests.testDrawWithNullInfo,8,true
org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests.testSerialization,10,true
org.jfree.chart.junit.StackedAreaChartTests.testDrawWithNullInfo,6,true
org.jfree.chart.junit.StackedBarChart3DTests.testSetSeriesURLGenerator,1,true
org.jfree.chart.junit.StackedBarChart3DTests.testSetSeriesToolTipGenerator,1,true
org.jfree.chart.junit.StackedBarChart3DTests.testReplaceDataset,2,true
org.jfree.chart.renderer.xy.junit.YIntervalRendererTests.testGetLegendItemSeriesIndex,1,true
org.jfree.chart.junit.WaterfallChartTests.testSetSeriesURLGenerator,1,true
org.jfree.chart.junit.WaterfallChartTests.testSetSeriesToolTipGenerator,2,true
org.jfree.chart.junit.BarChartTests.testSetSeriesURLGenerator,2,true
org.jfree.chart.junit.BarChartTests.testSetSeriesToolTipGenerator,1,true
org.jfree.chart.junit.BarChartTests.testReplaceDataset,1,true
org.jfree.chart.renderer.xy.junit.XYBubbleRendererTests.testGetLegendItemSeriesIndex,1,true
org.jfree.chart.junit.BarChart3DTests.testSetSeriesURLGenerator,1,true
org.jfree.chart.junit.BarChart3DTests.testSetSeriesToolTipGenerator,1,true
org.jfree.chart.junit.BarChart3DTests.testReplaceDataset,2,true
org.jfree.chart.plot.junit.CombinedDomainXYPlotTests.testSerialization,7,false
org.jfree.chart.junit.XYLineChartTests.testDrawWithNullInfo,6,true
org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests.testEquals,2,true
org.jfree.chart.plot.junit.CategoryPlotTests.testSerialization2,8,true
org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests.testEquals,3,true
org.jfree.chart.junit.LineChart3DTests.testSetSeriesURLGenerator,1,true
org.jfree.chart.junit.LineChart3DTests.testSetSeriesToolTipGenerator,1,true
org.jfree.chart.junit.LineChart3DTests.testReplaceDataset,2,true
org.jfree.chart.junit.XYStepChartTests.testSetSeriesToolTipGenerator,1,true
org.jfree.chart.junit.XYStepChartTests.testReplaceDataset,2,true
org.jfree.chart.plot.junit.CombinedDomainXYPlotTests.testEquals,2,true
org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests.testCloning,2,true
org.jfree.chart.junit.XYStepAreaChartTests.testDrawWithNullInfo,9,true
org.jfree.chart.junit.AreaChartTests.testSetSeriesURLGenerator,1,true
org.jfree.chart.junit.AreaChartTests.testSetSeriesToolTipGenerator,1,true
org.jfree.chart.junit.AreaChartTests.testReplaceDataset,2,true
org.jfree.chart.plot.junit.CombinedDomainXYPlotTests.testCloning,2,true
org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests.testCloning,2,true
org.jfree.chart.junit.GanttChartTests.testDrawWithNullInfo,10,true
org.jfree.chart.junit.LineChartTests.testSetSeriesURLGenerator,2,true
org.jfree.chart.junit.LineChartTests.testSetSeriesToolTipGenerator,2,true
org.jfree.chart.junit.LineChartTests.testReplaceDataset,2,true
org.jfree.chart.junit.ScatterPlotTests.testDrawWithNullInfo,8,true
org.jfree.chart.junit.StackedAreaChartTests.testSetSeriesURLGenerator,1,true
org.jfree.chart.junit.StackedAreaChartTests.testSetSeriesToolTipGenerator,2,true
org.jfree.chart.junit.StackedAreaChartTests.testReplaceDataset,2,true
org.jfree.chart.plot.junit.CategoryPlotTests.testSerialization,7,true
org.jfree.chart.plot.junit.CategoryPlotTests.testSerialization5,10,true
org.jfree.chart.junit.XYBarChartTests.testSetSeriesToolTipGenerator,1,true
