TestCase,ExecutionTime,Passed
org.jfree.chart.axis.junit.SubCategoryAxisTests.test2275695,3,true
org.jfree.chart.renderer.xy.junit.XYStepRendererTests.testDrawWithNullValue,10,true
org.jfree.chart.plot.junit.PiePlotTests.testDrawWithNullLegendLabels,6,true
org.jfree.chart.plot.junit.XYPlotTests.testSerialization2,5,false
org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests.testBug1572478Horizontal,4,true
org.jfree.chart.plot.junit.CombinedDomainXYPlotTests.testEquals,4,true
org.jfree.chart.junit.GanttChartTests.testDrawWithNullInfo2,69,true
org.jfree.chart.axis.junit.DateAxisTests.testPreviousStandardDateMillisecondA,1,true
org.jfree.chart.plot.junit.SpiderWebPlotTests.testDrawWithNullInfo,7,true
org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests.testDrawWithNullInfo,6,true
org.jfree.chart.junit.ChartPanelTests.test2502355_zoom,5,true
org.jfree.chart.plot.junit.MeterPlotTests.testSerialization2,3,true
org.jfree.chart.plot.junit.CategoryPlotTests.testSerialization4,26,true
org.jfree.chart.renderer.xy.junit.StackedXYAreaRendererTests.testBug1593156,11,true
org.jfree.chart.renderer.category.junit.IntervalBarRendererTests.testDrawWithNullInfo,14,true
org.jfree.data.time.ohlc.junit.OHLCSeriesCollectionTests.testHashcode,0,true
org.jfree.chart.axis.junit.SegmentedTimelineTests2.test8,1,true
org.jfree.chart.renderer.category.junit.LineRenderer3DTests.testHashcode,0,true
org.jfree.chart.plot.dial.junit.DialPlotTests.testEquals,4,true
org.jfree.chart.plot.junit.PiePlot3DTests.testDrawWithNullDataset,2,true
org.jfree.chart.plot.junit.FastScatterPlotTests.testEquals2,1,true
org.jfree.chart.renderer.category.junit.StackedBarRenderer3DTests.testCreateStackedValueList2a,0,true
org.jfree.chart.plot.junit.CategoryPlotTests.testEquals,33,true
org.jfree.chart.plot.junit.ThermometerPlotTests.testSerialization,2,true
org.jfree.chart.renderer.xy.junit.XYBlockRendererTests.testBug1766646B,0,true
org.jfree.chart.renderer.xy.junit.CandlestickRendererTests.testFindRangeBounds,0,true
org.jfree.chart.axis.junit.PeriodAxisTests.test1932146,1,true
org.jfree.data.time.junit.TimeTableXYDatasetTests.testStandard,1,true
org.jfree.chart.axis.junit.LogAxisTests.testXYAutoRange2,1,true
org.jfree.chart.plot.junit.CompassPlotTests.testSerialization,4,true
org.jfree.data.time.junit.TimePeriodValuesTests.testGetMaxStartIndex,0,true
org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests.testRemoveSubplot,0,true
org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests.testRemoveSubplot,1,true
org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests.testDrawWithNullInfo,10,true
org.jfree.chart.renderer.xy.junit.XYBarRendererTests.testFindRangeBounds,1,true
org.jfree.chart.plot.junit.CombinedRangeXYPlotTests.testRemoveSubplot,1,true
org.jfree.chart.renderer.xy.junit.StackedXYAreaRenderer2Tests.testFindRangeBounds,1,true
org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests.testDrawWithNullMeanVertical,10,true
org.jfree.chart.plot.junit.PolarPlotTests.testSerialization,2,true
org.jfree.chart.block.junit.GridArrangementTests.testGridNotFull_FR,0,true
org.jfree.chart.renderer.category.junit.WaterfallBarRendererTests.testSerialization,3,true
org.jfree.chart.title.junit.PaintScaleLegendTests.testSerialization,2,true
org.jfree.chart.plot.junit.MultiplePiePlotTests.testGetLegendItems,1,true
org.jfree.chart.plot.dial.junit.DialValueIndicatorTests.testHashCode,1,true
